name, ra1, ra2, ra3, dec1, dec2, dec3, type, mag1, mag2, mag3, mag4, mag5, mag6, mag7, mag8, mag9
Hip000160, 0,  2, 2.81000, -69,   16, 9.10000,  B9V      , 8.68000, 8.71000, 8.71000, 8.73600, 8.75400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip000442, 0,  5, 20.0300, -21,   18, 55.1000,  B9V      , 8.38000, 8.42000, 99.9990, 99.9990, 99.9990, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip001191, 0, 14, 54.5000,  -9,   34, 10.4000,  B9V      , 5.77000, 5.83000, 5.93000, 5.97200, 5.94100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip002058, 0, 26, 3.69000,  20,    8, 48.6000,  B8       , 6.67000, 6.68000, 6.64500, 6.67500, 6.68700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip003541, 0, 45, 12.8300,  23,   35, 26.9000,  B8       , 7.40000, 7.38000, 7.33000, 7.36300, 7.33500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip003642, 0, 46, 38.4200,  14,    0, 11.4000,  B8       , 8.49000, 8.43000, 8.37000, 8.31900, 8.34300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip003741, 0, 48, 1.05000, -21,   43, 20.9000,  B9V      , 5.57000, 5.61000, 5.64800, 5.68700, 5.64400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip003798, 0, 48, 48.0200,  18,   18, 50.7000,  B9       , 7.93000, 7.91000, 7.84100, 7.87400, 7.88800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip003820, 0, 49, 3.81000, -42,   33, 42.4000,  B8V      , 7.58000, 7.68000, 7.75800, 7.84500, 7.86200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip005387, 1,  8, 55.8500,   9,   43, 50.0000,  B9       , 7.31000, 7.35000, 7.41700, 7.49100, 7.46600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip008306, 1, 47, 9.10000,  10,   50, 39.4000,  B9       , 7.05000, 7.06000, 6.98800, 7.05600, 7.03600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip008387, 1, 48, 10.9000,  16,   57, 20.3000,  B9.5V    , 5.86000, 5.88000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip008445, 1, 48, 51.8700, -50,   29, 0.10000,  B9V      , 7.64000, 7.67000, 7.65800, 7.69100, 7.70100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip008951, 1, 55, 18.3600,   6,   26, 14.1000,  B9       , 7.55000, 7.55000, 7.54700, 7.63300, 7.56300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip009022, 1, 56, 9.40000, -49,   50, 11.3000,  B8/B9V   , 6.37000, 6.43000, 6.49300, 6.52600, 6.51700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip011319, 2, 25, 41.4000,  10,   30, 21.7000,  B9       , 7.61000, 7.54000, 7.38200, 7.47400, 7.33900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip011900, 2, 33, 33.5600, -62,   35, 12.3000,  B9V      , 6.79000, 6.82000, 6.84700, 6.90400, 6.87500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip012377, 2, 39, 19.6300,  -2,    4, 22.0000,  B9V      , 7.84000, 7.82000, 7.76500, 7.81300, 7.80000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip012389, 2, 39, 31.7000, -64,   16, 54.4000,  B8V      , 6.55000, 6.60000, 6.63300, 6.71900, 6.67500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip012392, 2, 39, 34.7500,   1,   22, 7.20000,  B9       , 8.21000, 8.27000, 8.29300, 8.28900, 8.28300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip013327, 2, 51, 29.5700,  15,    4, 55.7000,  B7V      , 5.52000, 5.60000, 5.69100, 5.79400, 5.77800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip013629, 2, 55, 31.5600,   2,    1, 5.90000,  B8.5V    , 6.60000, 6.62000, 6.62400, 6.64900, 6.64600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip014143, 3,  2, 22.5100,   4,   21, 10.3000,  B7V      , 5.62000, 5.71000, 5.85500, 5.87600, 5.90000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip014764, 3, 10, 38.7800,  11,   52, 21.7000,  B8V      , 5.97000, 6.01000, 6.02700, 6.09100, 6.04900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip014898, 3, 12, 15.3800, -20,   37, 10.6000,  B3V      , 7.04000, 7.14000, 7.24100, 7.32200, 7.30800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip014972, 3, 13, 1.49000, -35,   56, 37.3000,  B8V      , 6.29000, 6.35000, 6.37700, 6.41900, 6.42200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip015251, 3, 16, 44.3900,  -3,   21, 50.3000,  B8       , 7.71000, 7.71000, 7.69100, 7.68700, 7.70300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip015378, 3, 18, 19.7800,  -9,   43, 53.6000,  B8       , 7.86000, 7.83000, 7.76100, 7.83500, 7.77400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip016368, 3, 30, 51.6800, -66,   29, 23.0000,  B8V      , 5.81000, 5.84000, 5.82300, 5.85900, 5.81400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip017280, 3, 42, 0.53000, -23,   38, 40.6000,  B9V      , 8.61000, 8.65000, 8.72000, 8.81600, 8.83000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip017734, 3, 47, 49.6000, -36,    6, 21.0000,  B8V      , 6.21000, 6.30000, 6.38600, 6.43200, 6.41700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip017900, 3, 49, 43.5200,  23,   42, 43.1000,  B8V      , 6.17000, 6.19000, 6.16300, 6.22500, 6.21600, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip017982, 3, 50, 37.5500, -36,   25, 32.2000,  B9.5V    , 6.86000, 6.88000, 6.88400, 6.94200, 6.91600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip018169, 3, 53, 8.37000,  -6,   38, 1.50000,  B9       , 6.56000, 6.63000, 6.71000, 6.75100, 6.79000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip018183, 3, 53, 22.6900, -54,   51, 2.30000,  B5IV     , 7.75000, 7.86000, 7.98200, 8.02700, 8.07800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip018213, 3, 53, 38.9200, -34,   43, 56.3000,  B6V      , 5.11000, 5.23000, 5.39100, 5.44600, 5.45500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip018788, 4,  1, 32.0300,  -1,   32, 58.7000,  B5V      , 5.28000, 5.40000, 5.57000, 5.64800, 5.66200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip018842, 4,  2, 25.4200, -70,   16, 19.7000,  B9.5/A0V , 8.59000, 8.45000, 8.26500, 8.27600, 8.21000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip019438, 4,  9, 45.0600, -12,   33, 38.9000,  B9.5V    , 7.73000, 7.71000, 7.70500, 7.75500, 7.71600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020244, 4, 20, 16.6300,   7,   51, 13.3000,  B8       , 7.95000, 7.77000, 7.71600, 7.75800, 7.74500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020271, 4, 20, 42.8300,  -7,   35, 33.0000,  B5III    , 5.85000, 5.96000, 6.02600, 6.10900, 6.11300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020600, 4, 24, 42.9500,  18,   54, 47.2000,  B8V      , 7.35000, 6.92000, 6.33800, 6.25400, 6.16400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020789, 4, 27, 17.4500,  22,   59, 46.9000,  B7V      , 5.53000, 5.61000, 5.65400, 5.71200, 5.73700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020857, 4, 28, 10.8000, -12,   15, 54.8000,  B9V      , 8.02000, 8.03000, 8.04000, 8.12700, 8.01100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip020884, 4, 28, 32.1100,   1,   22, 51.1000,  B3V      , 5.53000, 5.61000, 5.73000, 5.79200, 5.79400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip021060, 4, 30, 50.1000, -44,   57, 13.5000,  B2IV-V   , 5.07000, 5.27000, 5.56700, 5.60900, 5.67500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip021177, 4, 32, 24.4700,   0,   58, 48.6000,  B8       , 7.26000, 7.30000, 7.31500, 7.41300, 7.37200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip021522, 4, 37, 17.0600, -23,    2, 55.0000,  B8V      , 7.67000, 7.74000, 7.82200, 7.92600, 7.90600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip021576, 4, 37, 59.1600, -20,   41, 16.9000,  B6V      , 7.26000, 7.36000, 7.47600, 7.59600, 7.55800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip021869, 4, 42, 8.15000, -37,   36, 48.6000,  B9.5V    , 6.93000, 6.94000, 6.94800, 6.97500, 6.94700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip022527, 4, 50, 52.0000,  28,   18, 50.8000,  B3V      , 7.53000, 7.11000, 6.71700, 6.68700, 6.62800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip022597, 4, 51, 43.3800,   9,   58, 30.3000,  B5V      , 6.11000, 6.04000, 5.85700, 5.82800, 5.86600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip022840, 4, 54, 50.7100,   0,   28, 1.80000,  B5V      , 5.98000, 6.08000, 6.15200, 6.30400, 6.24600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip022913, 4, 55, 50.1600,  15,    2, 25.1000,  B9V      , 5.79000, 5.86000, 5.86100, 5.94200, 5.97000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023060, 4, 57, 44.6900, -14,   13, 54.8000,  B2V      , 6.15000, 6.36000, 6.64200, 6.77900, 6.80300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023130, 4, 58, 36.8800,  -4,   33, 33.2000,  B9       , 8.08000, 7.95000, 7.90800, 7.92600, 7.91900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023364, 5,  1, 26.3400,  -7,   10, 26.3000,  B3V      , 4.80000, 4.98000, 5.17800, 5.29500, 5.28100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023643, 5,  4, 54.5300,  -3,    2, 22.8000,  B5IV     , 6.04000, 6.14000, 6.25800, 6.31100, 6.34700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023712, 5,  5, 53.4100,  26,   25, 47.8000,  B5       , 6.60000, 6.47000, 6.14300, 6.13600, 6.12800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023714, 5,  5, 54.6100,   1,   51, 8.00000,  B8V      , 8.16000, 8.12000, 8.11200, 8.15500, 8.14300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023843, 5,  7, 34.8700,   2,   28, 8.90000,  B8V      , 7.61000, 7.66000, 7.68700, 7.74400, 7.72400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023946, 5,  8, 46.6200,  21,   29, 44.4000,  B5       , 8.34000, 7.99000, 7.88900, 7.88200, 7.85500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip023987, 5,  9, 23.3000, -51,    3, 44.9000,  B9V      , 8.90000, 8.90000, 8.91400, 8.97600, 8.91100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024058, 5, 10, 9.75000,  -3,   51, 8.80000,  B9V      , 7.81000, 7.75000, 7.56900, 7.57900, 7.52300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024337, 5, 13, 25.1400, -65,   14, 10.1000,  B8V      , 8.38000, 8.42000, 8.41400, 8.44600, 8.51500, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip024618, 5, 16, 48.2600, -17,    8, 32.5000,  B2V      , 6.55000, 6.70000, 6.84800, 6.96000, 6.95000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024632, 5, 17, 5.30000,   9,   55, 38.3000,  B8       , 7.48000, 7.45000, 7.40000, 7.42500, 7.42400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024709, 5, 18, 0.98000,  -0,    2, 15.7000,  B5V      , 7.39000, 7.49000, 7.64500, 7.70600, 7.74600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024789, 5, 18, 52.9300,  13,   34, 1.90000,  B9V      , 7.45000, 7.40000, 7.23500, 7.27200, 7.20800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024811, 5, 19, 7.47000,  -1,    5, 55.7000,  B8V      , 8.52000, 8.49000, 8.40400, 8.39000, 8.34400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024873, 5, 19, 59.0300, -12,   18, 56.2000,  B7/B8V   , 5.29000, 5.38000, 5.49500, 5.56700, 5.54700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip024974, 5, 20, 55.1700, -21,    2, 23.6000,  B8V      , 7.64000, 7.73000, 7.81000, 7.87700, 7.89400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025025, 5, 21, 28.4300,  -1,   32, 46.4000,  B8V      , 7.11000, 7.17000, 7.22900, 7.31500, 7.26600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025098, 5, 22, 22.1500, -56,    8, 4.00000,  B8.5V    , 6.10000, 6.17000, 6.26500, 6.29900, 6.28800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025115, 5, 22, 35.2900, -19,   52, 42.3000,  B9/B9.5V , 7.92000, 7.98000, 8.03900, 8.08700, 8.09400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025179, 5, 23, 10.1500,   1,    8, 22.7000,  B6V      , 7.99000, 8.04000, 8.08000, 8.10800, 8.14100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025192, 5, 23, 22.8600,  28,   56, 12.6000,  B9Vs     , 6.45000, 6.47000, 6.48800, 6.56700, 6.54400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025193, 5, 23, 22.9400,  -1,   26, 27.4000,  B8V      , 8.33000, 8.33000, 8.41600, 8.48000, 8.50400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025202, 5, 23, 30.1600, -13,   55, 38.5000,  B2IV     , 5.25000, 5.48000, 5.68800, 5.79700, 5.85900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025213, 5, 23, 37.0000, -45,    1, 51.5000,  B9V      , 8.43000, 8.49000, 8.56300, 8.62900, 8.62900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025223, 5, 23, 42.3100,  -0,    9, 35.3000,  B1.5V    , 5.69000, 5.89000, 6.12900, 6.24000, 6.27800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025465, 5, 26, 44.8400, -36,   35, 5.60000,  B9V      , 7.21000, 7.24000, 7.28200, 7.37500, 7.31800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025477, 5, 26, 54.2800,   3,   36, 52.8000,  B5p      , 7.20000, 7.34000, 7.50600, 7.61900, 7.61700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025480, 5, 26, 59.1600,  -2,   21, 38.3000,  B2V      , 6.62000, 6.79000, 6.95800, 7.10400, 7.09400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025582, 5, 28, 1.47000,   1,   17, 53.7000,  B2V      , 6.41000, 6.60000, 6.73900, 6.82500, 6.86900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025622, 5, 28, 25.7500,   0,    1, 13.3000,  B9       , 6.66000, 6.70000, 6.72100, 6.78900, 6.77100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025752, 5, 29, 55.5600,   2,    8, 31.8000,  B7V      , 8.15000, 8.24000, 8.28700, 8.39800, 8.42500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025777, 5, 30, 15.0700,  20,   33, 5.90000,  B5       , 7.05000, 7.05000, 7.04600, 7.07600, 7.07900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025844, 5, 31, 1.57000,  12,    5, 48.4000,  B3V      , 7.59000, 7.67000, 7.75600, 7.82500, 7.83300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025869, 5, 31, 20.8900,  -6,   42, 30.2000,  B2V      , 6.23000, 6.42000, 6.60400, 6.67200, 6.71300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025881, 5, 31, 29.8900,   1,   41, 24.1000,  B3V      , 7.53000, 7.65000, 7.76100, 7.88700, 7.94100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025886, 5, 31, 35.7300,  14,   55, 44.1000,  B5       , 6.69000, 6.73000, 6.68900, 6.71200, 6.73600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025889, 5, 31, 36.0900, -61,   32, 28.1000,  B8V      , 7.19000, 7.28000, 7.33100, 7.40500, 7.42200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025898, 5, 31, 41.4400,  -7,    2, 55.1000,  B5V      , 7.79000, 7.88000, 8.01300, 8.07000, 8.12400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025903, 5, 31, 43.8400, -49,    1, 6.60000,  B6V      , 7.44000, 7.54000, 7.67400, 7.75100, 7.68800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip025931, 5, 32, 1.24000,  -9,   59, 49.3000,  B9V      , 8.63000, 8.61000, 8.65000, 8.68600, 8.66900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026012, 5, 33, 3.66000,  -1,   14, 27.8000,  B9V      , 7.97000, 7.98000, 8.00500, 8.00900, 8.04800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026062, 5, 33, 30.7500,  24,   37, 44.1000,  B8       , 6.97000, 6.90000, 6.84500, 6.92200, 6.81500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026093, 5, 33, 54.2900,  14,   18, 20.1000,  B3V      , 5.60000, 5.70000, 5.81800, 5.93500, 5.95600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026098, 5, 33, 57.5900,   1,   24, 27.5000,  B2V      , 6.58000, 6.76000, 7.00100, 7.12700, 7.09700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026185, 5, 34, 55.4900, -31,   41, 40.1000,  B9V      , 7.38000, 7.41000, 7.41500, 7.51500, 7.47000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026210, 5, 35, 9.21000,  -0,   16, 10.6000,  B7V      , 7.50000, 7.60000, 7.75700, 7.82300, 7.84000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026334, 5, 36, 30.5900,  -1,   59, 1.80000,  B6V      , 7.85000, 7.88000, 7.85400, 7.90800, 7.92500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026405, 5, 37, 14.5200,  -1,   40, 3.80000,  B5V      , 7.89000, 7.98000, 8.04100, 8.10100, 8.02800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026487, 5, 38, 1.11000,   7,   32, 29.2000,  B8III    , 5.87000, 5.91000, 5.93300, 5.99700, 5.96400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026545, 5, 38, 43.5300, -40,   42, 26.5000,  B8V      , 5.81000, 5.87000, 5.92300, 5.99100, 5.93900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026581, 5, 39, 2.40000,  -5,   11, 40.0000,  B3V      , 7.60000, 7.71000, 7.82700, 7.86300, 7.89000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026623, 5, 39, 30.8400,  -9,   42, 23.8000,  B7V      , 6.49000, 6.58000, 6.70200, 6.75400, 6.75600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026697, 5, 40, 25.2500,  -4,   25, 16.4000,  B6V      , 8.06000, 8.13000, 8.25500, 8.31200, 8.30500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026704, 5, 40, 30.9100, -10,   25, 58.8000,  B9       , 7.82000, 7.55000, 7.46700, 7.41900, 7.34600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026755, 5, 41, 2.50000, -25,   30, 26.5000,  B8V      , 8.24000, 8.30000, 8.32800, 8.40700, 8.41900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026766, 5, 41, 8.13000,  -3,   37, 57.2000,  B8       , 7.90000, 7.99000, 8.12400, 8.20000, 8.23200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026785, 5, 41, 22.4000,  -6,   56, 6.70000,  B2V      , 7.64000, 7.74000, 7.81500, 7.87400, 7.91000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip026870, 5, 42, 17.6200,   2,   22, 1.90000,  B8       , 6.67000, 6.68000, 6.63700, 6.67600, 6.66700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027160, 5, 45, 28.3400, -60,   43, 18.9000,  B8V      , 8.43000, 8.47000, 8.50000, 8.55100, 8.55200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027250, 5, 46, 30.8900, -12,   43, 43.7000,  B8V      , 7.99000, 8.04000, 8.10000, 8.15600, 8.20100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027303, 5, 47, 4.58000, -28,   38, 20.2000,  B5V      , 6.22000, 6.34000, 6.51000, 6.56400, 6.56200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027368, 5, 47, 46.7900,  -6,   26, 6.00000,  B6V      , 7.70000, 7.78000, 7.91400, 7.98000, 7.99300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027505, 5, 49, 26.0100, -37,   11, 6.40000,  B5V      , 8.01000, 8.10000, 8.19400, 8.29200, 8.26400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027829, 5, 53, 19.0200,  20,   17, 56.9000,  B9V      , 6.70000, 6.74000, 6.70100, 6.75900, 6.77000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip027937, 5, 54, 41.1200, -49,   37, 37.4000,  B3V      , 6.11000, 6.26000, 6.39000, 6.48700, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028064, 5, 56, 0.54000,  12,   57, 46.1000,  B5       , 8.17000, 8.15000, 8.07700, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028322, 5, 59, 1.76000, -51,   13, 23.5000,  B8V      , 6.82000, 6.90000, 6.97700, 6.98800, 7.00000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028543, 6,  1, 31.3400,   3,   11, 11.5000,  B8       , 7.19000, 7.10000, 6.97400, 6.97200, 6.98200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028613, 6,  2, 22.5200,   1,    5, 21.4000,  B9V      , 8.56000, 8.54000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028649, 6,  2, 59.3800,  28,   40, 37.3000,  B2V      , 7.57000, 7.65000, 7.70000, 7.78900, 7.80800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028662, 6,  3, 8.36000, -36,   52, 22.6000,  B9.5V    , 6.90000, 6.96000, 6.98500, 7.07100, 7.01200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028697, 6,  3, 33.9300,  26,   31, 44.9000,  B8       , 6.99000, 6.94000, 6.75600, 6.80100, 6.74500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028802, 6,  4, 50.9500,  16,   39, 35.4000,  B5       , 7.80000, 7.89000, 8.05100, 8.11400, 8.18700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028920, 6,  6, 15.6300,  27,   56, 5.00000,  B9V      , 8.66000, 8.59000, 8.45500, 8.48000, 8.43500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028939, 6,  6, 28.9100,  27,    3, 20.1000,  B8V      , 8.62000, 8.53000, 8.50100, 8.55200, 8.52300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip028981, 6,  6, 56.2600,  -3,   20, 28.3000,  B5       , 6.92000, 7.02000, 7.11800, 7.24700, 7.20000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029134, 6,  8, 44.3400, -68,   50, 36.4000,  B8V      , 5.06000, 5.14000, -99.999, 5.19600, 5.19400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029213, 6,  9, 37.8500, -59,   31, 19.8000,  B4V      , 7.98000, 8.14000, 8.33300, 8.48300, 8.47700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029310, 6, 10, 47.3600,  13,   39, 34.1000,  B1III    , 6.93000, 6.91000, 6.89600, 6.96400, 6.99200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029417, 6, 11, 51.8200,  -6,   33, 1.00000,  B2V      , 5.06000, 5.27000, 5.47400, 5.58800, 5.59100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029429, 6, 11, 58.7300,   7,   23, 28.8000,  B9.5V    , 7.04000, 7.12000, 8.23800, 8.23200, 8.27200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029430, 6, 11, 58.7200,  17,   46, 4.00000,  B1V      , 8.22000, 8.23000, 7.15200, 7.23300, 7.23700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029446, 6, 12, 15.9400,  10,   20, 0.30000,  B2V      , 7.49000, 7.53000, 7.55700, 7.65500, 7.64400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029520, 6, 13, 7.40000, -15,   29, 36.2000,  B9V      , 8.67000, 8.64000, 8.55500, 8.57800, 8.57000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029704, 6, 15, 25.1300,  16,    8, 35.5000,  B7V      , 5.34000, 5.42000, 5.49000, 5.57000, 5.59900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029738, 6, 15, 46.4500,  -6,   12, 30.4000,  B8       , 7.48000, 7.55000, 7.63600, 7.72600, 7.74200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip029907, 6, 17, 49.7900, -64,    1, 48.9000,  B9V      , 7.53000, 7.58000, 7.59900, 7.68000, 7.63500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030028, 6, 19, 7.94000,  -8,   35, 9.70000,  B9V      , 6.22000, 6.24000, 6.23300, 6.30500, 6.26000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030069, 6, 19, 40.9500, -34,   23, 47.7000,  B9V      , 5.76000, 5.82000, 5.88800, 5.93200, 5.93200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030088, 6, 19, 57.3700, -13,   59, 34.9000,  B9V      , 6.67000, 6.67000, 6.66900, 6.70500, 6.69500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
